/data/mvtec/wood/test/good/001.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/002.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/003.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/004.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/005.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/006.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/007.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/008.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/009.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/good/010.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/011.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/012.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/013.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/014.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/015.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/016.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/017.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/018.png,No. It looks like this wood is perfectly adequate.
17/18
/data/mvtec/wood/test/color/001.png,"Yes. The presence of stain on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/002.png,"Yes. The presence of stain on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/003.png,"Yes. The presence of hole on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/004.png,"Yes. The presence of stain on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/005.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/006.png,"Yes. The presence of stain on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/color/007.png,"Yes. The presence of stain on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
7/7
/data/mvtec/wood/test/good/001.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/002.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/003.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/004.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/005.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/006.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/007.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/008.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/009.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/good/010.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/011.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/012.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/013.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/014.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/015.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/016.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/017.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/018.png,No. There seems to be nothing wrong with this wood.
17/18
/data/mvtec/wood/test/scratch/001.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/002.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/003.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/004.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/005.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/006.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/007.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/008.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/009.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/010.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/011.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/012.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/013.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/014.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/015.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/016.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/017.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/018.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/019.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/scratch/020.png,"Yes. The presence of scratch on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
20/20
/data/mvtec/wood/test/good/001.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/002.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/003.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/004.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/005.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/006.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/007.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/008.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/009.png,"Yes. The presence of crack on this particular wood is undeniable. This kind of flaw is not just superficial but could potentially signify deeper issues within the product, affecting its overall performance and customer satisfaction."
/data/mvtec/wood/test/good/010.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/011.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/012.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/013.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/014.png,No. It looks like this wood is perfectly adequate.
/data/mvtec/wood/test/good/015.png,No. It looks like this wood is perfectly adequate.
